id,price,number_of_reviews,No_of_days_booked_per_year,occupany_rate
12786464,162,34,18.0,5.0
12787845,195,93,164.0,45.0
12796499,90,0,0.0,0.0
12797012,195,7,18.0,5.0
12797603,114,9,22.0,6.0
12797768,139,28,69.0,19.0
12798179,80,9,61.0,16.7
12799620,70,69,77.0,21.0
12800373,70,87,146.0,40.0
12800722,121,2,58.0,16.0
12802179,53,45,113.0,31.0
12814137,100,115,255.0,70.0
12814208,45,1,4.0,1.0
12814218,179,7,24.0,6.7
12814488,90,223,255.0,70.0
12817788,99,87,208.0,57.0
12819821,185,122,183.0,50.0
12821128,26,0,0.0,0.0
12833141,49,1,8.0,2.3
12833902,270,0,0.0,0.0
12834076,65,45,106.0,29.0
12834634,170,37,80.0,22.0
12834881,94,6,19.0,5.3
12836094,22,0,0.0,0.0
12836224,56,1,4.0,1.0
12837508,298,36,92.0,25.3
12837696,63,333,255.0,70.0
12837791,199,0,0.0,0.0
12839410,199,2,17.0,4.7
12843830,80,100,252.0,69.0
12853863,105,22,119.0,32.7
12854793,85,1,4.0,1.0
12854898,85,1,17.0,4.7
12855734,92,5,11.0,3.0
12857114,148,4,47.0,13.0
12857489,49,18,51.0,14.0
12858413,49,14,69.0,19.0
12860629,82,1,8.0,2.3
12870742,141,0,0.0,0.0
12873458,45,59,120.0,33.0
12874451,109,227,255.0,70.0
12874677,141,76,106.0,29.0
12875247,94,67,113.0,31.0
12881563,246,0,0.0,0.0
12887796,49,1,4.0,1.0
12890349,168,51,107.0,29.3
12892260,94,163,255.0,70.0
12895881,39,53,95.0,26.0
12898996,80,58,131.0,36.0
12906673,56,0,0.0,0.0
12906814,144,1,4.0,1.0
12910225,1544,0,0.0,0.0
12917420,75,2,4.0,1.0
12917905,255,11,22.0,6.0
12918430,73,4,30.0,8.3
12919235,100,1,8.0,2.3
12921172,83,168,255.0,70.0
12921759,117,31,58.0,16.0
12922291,389,0,0.0,0.0
12924004,165,81,168.0,46.0
12924221,250,9,22.0,6.0
12931573,110,71,150.0,41.0
12932549,90,0,0.0,0.0
12934183,110,41,102.0,28.0
12934958,49,3,7.0,2.0
12935325,120,44,84.0,23.0
12936413,85,94,201.0,55.0
12941175,280,0,0.0,0.0
12941341,76,1,8.0,2.3
12953081,45,7,183.0,50.0
12960035,91,1,4.0,1.0
12960447,100,9,22.0,6.0
12963629,76,4,7.0,2.0
12973191,396,21,37.0,10.0
12974615,33,0,0.0,0.0
12976232,246,2,4.0,1.0
12978958,161,180,255.0,70.0
12989754,75,3,7.0,2.0
12989932,65,0,0.0,0.0
12990935,125,1,17.0,4.7
12992391,49,81,150.0,41.0
12994296,50,2,58.0,16.0
12995410,148,136,237.0,65.0
13002903,85,25,44.0,12.0
13006870,57,15,49.0,13.3
13007541,300,0,0.0,0.0
13007748,139,148,248.0,68.0
13011871,125,15,7.0,2.0
13013463,311,26,58.0,16.0
13014154,106,163,255.0,70.0
13019642,66,67,110.0,30.0
13021160,199,0,0.0,0.0
13021208,70,1,4.0,1.0
13021773,360,0,0.0,0.0
13021933,49,0,0.0,0.0
13023654,180,0,0.0,0.0
13026162,49,0,0.0,0.0
13032330,370,10,37.0,10.0
13033022,90,3,7.0,2.0
13033196,56,24,51.0,14.0
13033359,161,3,7.0,2.0
13033462,200,0,0.0,0.0
13033891,76,1,8.0,2.3
13034069,118,0,0.0,0.0
13035639,750,0,0.0,0.0
13035677,85,242,255.0,70.0
13036015,100,168,255.0,70.0
13036390,77,191,255.0,70.0
13047405,29,0,0.0,0.0
13047599,162,215,255.0,70.0
13047733,61,0,0.0,0.0
13053440,32,78,44.0,12.0
13059794,165,217,255.0,70.0
13064725,597,8,43.0,11.7
13065313,81,41,84.0,23.0
13065716,99,7,18.0,5.0
13066534,120,0,0.0,0.0
13066922,100,0,0.0,0.0
13067687,145,3,7.0,2.0
13068806,49,0,0.0,0.0
13069078,121,84,164.0,45.0
13071781,89,2,17.0,4.7
13073414,139,111,237.0,65.0
13081942,40,2,7.0,2.0
13083635,94,0,0.0,0.0
13083952,196,2,12.0,3.3
13084061,85,75,153.0,42.0
13084687,134,20,40.0,11.0
13084972,50,0,0.0,0.0
13090072,70,1,0.0,0.0
13101666,99,4,11.0,3.0
13102141,36,0,0.0,0.0
13102169,29,3,7.0,2.0
13103239,40,7,7.0,2.0
13103304,45,34,47.0,13.0
13105095,127,233,255.0,70.0
13106627,105,13,29.0,8.0
13108561,46,0,0.0,0.0
13115687,110,3,12.0,3.3
13116192,97,154,255.0,70.0
13116598,100,170,255.0,70.0
13118438,139,128,142.0,39.0
13127468,125,54,84.0,23.0
13129022,76,35,22.0,6.0
13130518,141,1,4.0,1.0
13130991,150,3,7.0,2.0
13132835,59,200,255.0,70.0
13133187,65,88,157.0,43.0
13133527,39,9,18.0,5.0
13140473,110,6,33.0,9.0
13141129,90,31,77.0,21.0
13141392,50,0,0.0,0.0
13141648,250,12,29.0,8.0
13142032,247,34,55.0,15.0
13142141,121,12,29.0,8.0
13142444,161,13,84.0,23.0
13143198,99,23,55.0,15.0
13146383,99,2,5.0,1.3
13155599,119,79,99.0,27.0
13155671,150,0,0.0,0.0
13155835,31,1,4.0,1.0
13157517,100,0,0.0,0.0
13158031,66,96,139.0,38.0
13158315,70,1,4.0,1.0
13159453,80,0,0.0,0.0
13160339,76,0,0.0,0.0
13161496,199,0,0.0,0.0
13161630,130,26,55.0,15.0
13162417,36,1,4.0,1.0
13162857,150,32,40.0,11.0
13174867,70,0,0.0,0.0
13175290,70,9,61.0,16.7
13176029,57,0,0.0,0.0
13176101,2450,3,17.0,4.7
13177631,45,16,40.0,11.0
13178022,71,26,62.0,17.0
13180487,95,0,0.0,0.0
13181828,141,11,18.0,5.0
13184131,77,0,0.0,0.0
13191813,70,0,0.0,0.0
13192606,110,0,0.0,0.0
13193343,250,0,0.0,0.0
13193838,179,2,0.0,0.0
13193866,59,0,0.0,0.0
13194596,121,120,204.0,56.0
13194642,49,7,18.0,5.0
13194758,32,0,0.0,0.0
13194882,185,45,55.0,15.0
13208237,70,0,0.0,0.0
13208755,199,11,26.0,7.0
13209561,56,0,0.0,0.0
13209696,60,0,0.0,0.0
13209784,99,6,15.0,4.0
13210288,385,34,33.0,9.0
13210646,51,0,0.0,0.0
13210760,70,67,113.0,31.0
13212273,97,2,7.0,2.0
13213140,219,2,12.0,3.3
13220503,165,182,255.0,70.0
13223687,145,2,4.0,1.0
13225700,80,0,0.0,0.0
13226345,130,24,58.0,16.0
13227018,250,0,0.0,0.0
13235854,65,4,255.0,70.0
13240116,99,260,255.0,70.0
13240250,221,0,0.0,0.0
13240555,185,0,0.0,0.0
13240832,28,1,4.0,1.0
13241405,104,3,7.0,2.0
13242504,60,0,0.0,0.0
13243139,121,200,255.0,70.0
13244351,95,36,51.0,14.0
13253049,89,6,7.0,2.0
13253489,114,121,212.0,58.0
13253567,23,1,17.0,4.7
13253653,148,91,117.0,32.0
13253793,199,0,0.0,0.0
13255592,110,1,4.0,1.0
13256124,94,36,179.0,49.0
13264865,47,16,26.0,7.0
13265424,60,0,0.0,0.0
13265706,90,0,0.0,0.0
13265886,155,79,157.0,43.0
13265905,36,15,37.0,10.0
13266069,100,2,4.0,1.0
13266405,120,218,255.0,70.0
13267756,159,33,84.0,23.0
13271233,65,102,183.0,50.0
13271480,199,0,0.0,0.0
13281206,125,1,4.0,1.0
13281675,40,0,0.0,0.0
13282644,45,49,88.0,24.0
13283549,134,33,92.0,25.3
13284408,148,58,91.0,25.0
13285165,122,6,15.0,4.0
13286914,63,0,0.0,0.0
13288066,165,1,0.0,0.0
13289255,60,0,0.0,0.0
13289623,128,2,7.0,2.0
13289964,90,0,0.0,0.0
13290543,121,0,0.0,0.0
13293105,62,5,18.0,5.0
13299097,99,0,0.0,0.0
13299491,75,44,80.0,22.0
13300257,50,1,4.0,1.0
13300658,90,8,37.0,10.0
13301312,100,107,168.0,46.0
13303352,150,271,255.0,70.0
13305032,49,2,4.0,1.0
13306763,130,111,172.0,47.0
13306793,94,3,12.0,3.3
13306856,159,8,22.0,6.0
13316063,269,0,0.0,0.0
13317700,80,0,0.0,0.0
13317744,161,1,4.0,1.0
13319562,80,7,33.0,9.0
13321463,51,0,0.0,0.0
13321894,46,0,0.0,0.0
13322208,110,141,255.0,70.0
13322391,50,3,7.0,2.0
13333318,176,31,94.0,25.7
13333875,123,3,10.0,2.7
13335452,56,0,0.0,0.0
13336165,199,6,4.0,1.0
13336842,110,5,11.0,3.0
13340633,349,12,29.0,8.0
13345530,60,0,0.0,0.0
13349041,226,18,43.0,11.7
13349057,246,0,0.0,0.0
13352099,79,93,234.0,64.0
13362292,40,5,102.0,28.0
13364216,190,507,255.0,70.0
13366064,179,117,190.0,52.0
13366441,70,0,0.0,0.0
13377736,189,3,7.0,2.0
13378393,232,0,0.0,0.0
13379749,40,0,0.0,0.0
13380157,45,2,4.0,1.0
13380549,150,131,255.0,70.0
13380928,76,0,0.0,0.0
13381214,349,138,241.0,66.0
13383982,53,3,7.0,2.0
13384233,49,3,26.0,7.0
13384678,25,0,0.0,0.0
13386569,99,0,0.0,0.0
13397677,100,0,0.0,0.0
13397869,168,83,226.0,62.0
13399170,150,0,0.0,0.0
13399240,474,5,11.0,3.0
13399951,141,19,79.0,21.7
13400190,151,0,0.0,0.0
13400192,495,12,59.0,16.3
13400479,100,273,255.0,70.0
13400601,180,2,6.0,1.7
13404057,149,10,22.0,6.0
13404762,85,50,212.0,58.0
13404831,30,1,17.0,4.7
13415720,85,5,11.0,3.0
13416091,66,1,6.0,1.7
13416550,45,2,4.0,1.0
13416662,318,2,0.0,0.0
13416688,45,18,55.0,15.0
13416747,76,4,11.0,3.0
13416919,87,79,142.0,39.0
13417006,195,56,95.0,26.0
13417604,342,7,30.0,8.3
13418031,90,47,80.0,22.0
13419192,130,27,255.0,70.0
13419530,270,2,6.0,1.7
13419938,65,75,190.0,52.0
13420173,80,0,0.0,0.0
13426080,94,59,255.0,70.0
13434862,53,1,0.0,0.0
13435385,95,3,17.0,4.7
13437130,49,62,146.0,40.0
13437134,57,110,223.0,61.0
13438576,48,0,0.0,0.0
13442772,99,6,97.0,26.7
13451265,150,52,88.0,24.0
13451813,70,0,0.0,0.0
13451819,59,2,7.0,2.0
13452614,49,163,255.0,70.0
13454340,122,109,255.0,70.0
13454459,79,190,255.0,70.0
13456725,131,323,255.0,70.0
13460274,90,2,7.0,2.0
13465478,150,2,5.0,1.3
13465734,270,45,102.0,28.0
13466937,97,0,0.0,0.0
13471408,49,2,4.0,1.0
13473153,36,6,68.0,18.7
13478359,119,283,255.0,70.0
13479576,121,0,0.0,0.0
13479848,100,0,0.0,0.0
13480634,161,20,47.0,13.0
13481378,94,64,124.0,34.0
13481417,76,0,0.0,0.0
13482971,73,0,0.0,0.0
13483081,49,1,110.0,30.0
13484300,73,25,102.0,28.0
13485167,121,2,15.0,4.0
13495685,155,12,26.0,7.0
13497719,80,9,15.0,4.0
13497989,49,0,0.0,0.0
13498057,100,1,5.0,1.3
13498176,43,1,4.0,1.0
13499524,150,218,255.0,70.0
13500269,81,0,0.0,0.0
13500890,99,0,0.0,0.0
13501447,54,13,37.0,10.0
13514107,85,2,7.0,2.0
13515320,43,3,7.0,2.0
13516799,114,6,97.0,26.7
13518493,185,83,135.0,37.0
13519095,121,65,99.0,27.0
13520268,148,64,153.0,42.0
13520977,105,143,215.0,59.0
13521817,29,2,7.0,2.0
13529510,210,135,219.0,60.0
13532540,32,2,4.0,1.0
13533620,60,0,0.0,0.0
13535167,158,36,80.0,22.0
13537376,53,128,190.0,52.0
13540513,141,1,4.0,1.0
13540738,137,46,113.0,31.0
13549221,87,33,80.0,22.0
13549228,150,7,18.0,5.0
13549908,68,47,80.0,22.0
13550118,750,51,73.0,20.0
13550252,199,0,0.0,0.0
13550479,40,0,0.0,0.0
13551466,70,0,0.0,0.0
13551833,45,0,0.0,0.0
13558213,63,35,77.0,21.0
13563834,83,175,230.0,63.0
13564061,46,60,84.0,23.0
13564244,61,0,0.0,0.0
13564253,116,0,0.0,0.0
13566703,255,57,58.0,16.0
13578634,499,15,40.0,11.0
13580006,899,28,47.0,13.0
13580079,66,3,7.0,2.0
13580127,65,38,95.0,26.0
13582233,26,35,18.0,5.0
13584588,178,55,66.0,18.0
13585021,110,298,255.0,70.0
13590691,130,2,4.0,1.0
13591073,130,1,4.0,1.0
13592214,250,4,11.0,3.0
13593601,73,97,245.0,67.0
13604654,60,27,66.0,18.0
13605010,199,1,5.0,1.3
13605113,57,135,212.0,58.0
13605624,22,1,4.0,1.0
13605839,71,41,69.0,19.0
13606791,90,0,0.0,0.0
13607214,226,41,51.0,14.0
13607847,50,0,0.0,0.0
13608671,45,0,0.0,0.0
13609040,49,2,12.0,3.3
13609638,76,5,11.0,3.0
13609763,183,14,33.0,9.0
13624785,81,0,0.0,0.0
13627115,150,5,15.0,4.0
13627321,243,283,255.0,70.0
13629653,250,0,0.0,0.0
13640918,50,0,0.0,0.0
13643774,128,155,255.0,70.0
13644451,131,11,26.0,7.0
13646757,99,0,0.0,0.0
13646882,56,215,255.0,70.0
13653593,99,110,234.0,64.0
13659210,124,28,0.0,0.0
13660398,36,3,7.0,2.0
13662246,150,23,117.0,32.0
13663579,28,0,0.0,0.0
13674393,59,1,32.0,8.7
13674676,36,26,44.0,12.0
13675145,59,0,0.0,0.0
13675960,349,16,85.0,23.3
13676179,99,51,95.0,26.0
13676368,95,0,0.0,0.0
13679391,100,132,226.0,62.0
13679653,70,20,51.0,14.0
13680199,108,0,0.0,0.0
13680276,105,75,164.0,45.0
13684434,240,33,88.0,24.0
13689112,50,0,0.0,0.0
13699701,145,113,193.0,53.0
13702005,80,72,172.0,47.0
13702781,150,7,18.0,5.0
13703925,49,11,33.0,9.0
13704905,116,233,255.0,70.0
13706922,49,0,0.0,0.0
13716677,100,17,44.0,12.0
13718326,36,3,7.0,2.0
13718365,380,25,37.0,10.0
13718739,179,0,0.0,0.0
13719070,151,0,0.0,0.0
13719560,230,8,4.0,1.0
13721275,85,77,95.0,26.0
13721853,49,35,78.0,21.3
13721949,148,257,255.0,70.0
13732925,144,97,164.0,45.0
13733423,57,41,62.0,17.0
13733872,80,11,29.0,8.0
13734517,76,1,4.0,1.0
13735598,29,17,44.0,12.0
13737305,29,0,0.0,0.0
13738449,60,251,255.0,70.0
13739543,75,41,102.0,28.0
13750531,179,3,7.0,2.0
13751579,100,0,0.0,0.0
13752471,94,26,69.0,19.0
13752812,119,30,69.0,19.0
13754230,399,144,255.0,70.0
13754476,85,31,84.0,23.0
13754561,396,6,15.0,4.0
13755287,59,0,0.0,0.0
13755843,40,5,15.0,4.0
13756689,46,10,43.0,11.7
13756778,600,6,24.0,6.7
13756814,219,0,0.0,0.0
13757439,145,157,255.0,70.0
13760009,46,1,24.0,6.7
13765466,105,157,255.0,70.0
13771503,49,0,0.0,0.0
13772466,100,2,26.0,7.0
13775531,232,0,0.0,0.0
13775547,65,228,255.0,70.0
13776993,60,0,0.0,0.0
13777196,53,112,255.0,70.0
13777679,148,172,255.0,70.0
13779109,40,0,0.0,0.0
13779229,79,20,37.0,10.0
13788961,150,130,215.0,59.0
13789179,125,33,162.0,44.3
13789385,168,20,44.0,12.0
13789404,61,20,51.0,14.0
13789972,145,11,26.0,7.0
13791132,189,141,255.0,70.0
13793125,349,3,11.0,3.0
13793281,53,11,29.0,8.0
13801818,121,0,0.0,0.0
13803290,91,14,37.0,10.0
13804661,49,34,58.0,16.0
13804870,104,44,95.0,26.0
13808507,121,119,255.0,70.0
13812571,118,3,7.0,2.0
13815921,110,0,0.0,0.0
13816037,199,0,0.0,0.0
13817665,113,186,255.0,70.0
13819262,141,85,135.0,37.0
13820441,175,89,113.0,31.0
13821666,110,1,4.0,1.0
13830392,85,40,26.0,7.0
13831387,206,13,0.0,0.0
13831644,170,20,37.0,10.0
13834495,22,6,15.0,4.0
13836182,29,0,0.0,0.0
13836633,100,1,15.0,4.0
13842234,39,131,223.0,61.0
13847237,99,0,0.0,0.0
13847287,125,9,34.0,9.3
13847301,42,1,4.0,1.0
13848258,56,92,186.0,51.0
13849485,125,61,207.0,56.7
13851077,49,18,44.0,12.0
13852891,111,19,51.0,14.0
13853464,42,0,0.0,0.0
13853669,121,30,51.0,14.0
13865317,99,0,0.0,0.0
13867499,70,25,255.0,70.0
13867766,60,0,0.0,0.0
13867786,150,145,255.0,70.0
13868032,416,3,37.0,10.0
13870224,108,65,131.0,36.0
13871376,70,0,0.0,0.0
13871632,331,129,223.0,61.0
13884691,40,0,0.0,0.0
13884891,130,353,255.0,70.0
13885007,189,0,0.0,0.0
13885125,95,51,131.0,36.0
13885408,46,2,6.0,1.7
13885881,300,8,11.0,3.0
13886131,76,1,4.0,1.0
13890750,280,20,22.0,6.0
13891378,128,91,146.0,40.0
13891714,76,132,237.0,65.0
13900675,120,17,29.0,8.0
13900720,99,20,26.0,7.0
13902520,60,126,223.0,61.0
13903585,155,104,172.0,47.0
13906282,61,0,0.0,0.0
13906860,9999,8,15.0,4.0
13916399,79,0,0.0,0.0
13917003,70,22,128.0,35.0
13917317,65,2,7.0,2.0
13919717,199,72,142.0,39.0
13927200,94,9,22.0,6.0
13927780,399,0,0.0,0.0
13928228,199,0,0.0,0.0
13929561,250,99,183.0,50.0
13929742,99,89,110.0,30.0
13935024,29,0,0.0,0.0
13941554,215,26,18.0,5.0
13941646,60,0,0.0,0.0
13942283,80,0,0.0,0.0
13942559,49,3,7.0,2.0
13943300,250,3,11.0,3.0
13944605,395,78,146.0,40.0
13944676,40,9,22.0,6.0
13945522,90,0,0.0,0.0
13946851,65,13,22.0,6.0
13947221,49,5,15.0,4.0
13947254,148,235,255.0,70.0
13947511,53,156,252.0,69.0
13957865,93,25,40.0,11.0
13959175,175,8,15.0,4.0
13959333,400,2,17.0,4.7
13962421,40,2,6.0,1.7
13963059,40,0,0.0,0.0
13963625,99,35,91.0,25.0
13965166,176,307,255.0,70.0
13966771,85,23,58.0,16.0
13968724,71,125,208.0,57.0
13970867,699,142,237.0,65.0
13977858,221,201,255.0,70.0
13980304,40,0,0.0,0.0
13988466,90,6,7.0,2.0
13988722,77,0,0.0,0.0
13997715,28,12,33.0,9.0
13999140,36,0,0.0,0.0
14000667,46,0,0.0,0.0
14016054,60,0,0.0,0.0
14016689,161,12,19.0,5.3
14021047,108,1,4.0,1.0
14029608,100,100,172.0,47.0
14031679,63,161,241.0,66.0
14032456,67,1,8.0,2.3
14033113,219,1,4.0,1.0
14044018,80,25,62.0,17.0
14046525,36,0,0.0,0.0
14046607,42,0,0.0,0.0
14056514,130,0,0.0,0.0
14057864,20,0,0.0,0.0
14062562,32,25,37.0,10.0
14063197,105,88,146.0,40.0
14064462,240,0,0.0,0.0
14065284,40,2,4.0,1.0
14077119,119,42,195.0,53.3
14077143,360,20,51.0,14.0
14081629,90,17,37.0,10.0
14082709,134,65,110.0,30.0
14085194,36,9,29.0,8.0
14086672,0,1,4.0,1.0
14091059,90,89,186.0,51.0
14092470,56,9,18.0,5.0
14094124,175,3,7.0,2.0
14095974,219,10,29.0,8.0
14096409,131,205,255.0,70.0
14098231,306,1,17.0,4.7
14098972,306,3,17.0,4.7
14099453,65,2,6.0,1.7
14101477,141,2,59.0,16.3
14109490,199,3,7.0,2.0
14111198,349,7,22.0,6.0
14112295,175,6,4.0,1.0
14113621,151,46,117.0,32.0
14115474,236,0,0.0,0.0
14124993,250,9,44.0,12.0
14125628,100,0,0.0,0.0
14127617,651,9,18.0,5.0
14128541,168,76,150.0,41.0
14129015,212,99,153.0,42.0
14129849,148,319,255.0,70.0
14141279,179,17,22.0,6.0
14141577,121,171,255.0,70.0
14142169,76,1,7.0,2.0
14143944,134,48,77.0,21.0
14144267,90,90,234.0,64.0
14146698,300,38,69.0,19.0
14153889,110,4,26.0,7.0
14155400,141,19,44.0,12.0
14156379,121,146,248.0,68.0
14158989,70,2,7.0,2.0
14169112,70,0,0.0,0.0
14169816,160,56,80.0,22.0
14169849,54,7,255.0,70.0
14170227,76,1,4.0,1.0
14170419,49,3,7.0,2.0
14171287,219,41,99.0,27.0
14171752,155,14,22.0,6.0
14172177,179,3,7.0,2.0
14175650,32,0,0.0,0.0
14182901,93,52,102.0,28.0
14183584,121,76,106.0,29.0
14185108,287,97,161.0,44.0
14188154,359,9,22.0,6.0
14191595,110,41,84.0,23.0
14192251,600,0,0.0,0.0
14201487,37,0,0.0,0.0
14208985,221,1,5.0,1.3
14212659,63,153,255.0,70.0
14219313,63,107,172.0,47.0
14222302,155,0,0.0,0.0
14224427,130,191,255.0,70.0
14226955,74,55,255.0,70.0
14227864,49,0,0.0,0.0
14236550,376,50,66.0,18.0
14237452,141,19,68.0,18.7
14238249,68,57,150.0,41.0
14240249,80,8,29.0,8.0
14241098,70,115,201.0,55.0
14242111,76,2,0.0,0.0
14244663,97,16,44.0,12.0
14255708,80,203,255.0,70.0
14256015,190,1,17.0,4.7
14256744,45,2,255.0,70.0
14257140,85,147,255.0,70.0
14258903,83,81,142.0,39.0
14258950,61,32,102.0,28.0
14259835,342,43,44.0,12.0
14270846,90,97,255.0,70.0
14270966,39,0,0.0,0.0
14271707,54,91,255.0,70.0
14284596,102,6,146.0,40.0
14285044,29,14,55.0,15.0
14288534,99,170,255.0,70.0
14300894,76,4,11.0,3.0
14301076,70,37,37.0,10.0
14304284,61,4,7.0,2.0
14304498,119,100,252.0,69.0
14308122,161,66,128.0,35.0
14308782,110,128,255.0,70.0
14309234,29,1,12.0,3.3
14319025,199,68,110.0,30.0
14319995,70,96,175.0,48.0
14320770,121,58,207.0,56.7
14323125,175,61,128.0,35.0
14323458,103,228,255.0,70.0
14325562,134,2,4.0,1.0
14327212,94,4,11.0,3.0
14334745,99,153,255.0,70.0
14336890,77,21,59.0,16.3
14340417,168,255,255.0,70.0
14340548,219,53,77.0,21.0
14340933,121,159,255.0,70.0
14343080,76,68,139.0,38.0
14343361,121,0,0.0,0.0
14346448,125,327,255.0,70.0
14347428,70,0,0.0,0.0
14349785,155,196,255.0,70.0
14356811,150,18,61.0,16.7
14360476,49,36,55.0,15.0
14360559,119,14,7.0,2.0
14388743,94,0,0.0,0.0
14389626,88,42,110.0,30.0
14390315,121,53,185.0,50.7
14390541,99,149,215.0,59.0
14406290,154,93,131.0,36.0
14406898,48,20,79.0,21.7
14407203,295,18,58.0,16.0
14407394,106,13,33.0,9.0
14407474,125,175,255.0,70.0
14408974,190,2,0.0,0.0
14411623,36,50,95.0,26.0
14429331,309,3,4.0,1.0
14431123,349,42,84.0,23.0
14433263,148,135,201.0,55.0
14457660,49,1,4.0,1.0
14460551,80,31,33.0,9.0
14461615,128,151,255.0,70.0
14475990,219,31,80.0,22.0
14476247,998,13,33.0,9.0
14477158,114,237,255.0,70.0
14488136,250,83,164.0,45.0
14489124,40,0,0.0,0.0
14491459,162,10,15.0,4.0
14491892,219,57,106.0,29.0
14506444,150,3,10.0,2.7
14508394,53,1,122.0,33.3
14522186,226,53,80.0,22.0
14524412,195,201,255.0,70.0
14524995,899,1,12.0,3.3
14531287,79,58,164.0,45.0
14536615,111,138,255.0,70.0
14540034,56,0,0.0,0.0
14543969,134,95,153.0,42.0
14554958,66,60,55.0,15.0
14557580,85,10,11.0,3.0
14561770,300,74,255.0,70.0
14563003,170,9,18.0,5.0
14564801,99,0,0.0,0.0
14574065,121,0,0.0,0.0
14575919,291,2,0.0,0.0
14576501,90,3,11.0,3.0
14576835,185,82,164.0,45.0
14577529,134,122,179.0,49.0
14579226,110,69,186.0,51.0
14581093,149,75,197.0,54.0
14581954,36,0,0.0,0.0
14591709,114,123,219.0,60.0
14601118,179,128,255.0,70.0
14614588,121,1,4.0,1.0
14616417,230,102,183.0,50.0
14617244,369,62,80.0,22.0
14618554,226,8,15.0,4.0
14619548,50,0,0.0,0.0
14633113,29,8,22.0,6.0
14634057,168,165,255.0,70.0
14635391,98,2,4.0,1.0
14637305,134,102,179.0,49.0
14652659,60,4,0.0,0.0
14654690,45,158,255.0,70.0
14658525,329,1,4.0,1.0
14658985,80,140,255.0,70.0
14659056,100,15,29.0,8.0
14659070,94,33,99.0,27.0
14659641,133,100,131.0,36.0
14659932,80,0,0.0,0.0
14660121,195,8,22.0,6.0
14672741,113,185,255.0,70.0
14674077,45,51,110.0,30.0
14678360,158,240,255.0,70.0
14679049,49,5,15.0,4.0
14695167,100,217,255.0,70.0
14698274,600,242,255.0,70.0
14702799,105,2,12.0,3.3
14706199,138,15,33.0,9.0
14714485,250,15,26.0,7.0
14714724,65,36,73.0,20.0
14718711,179,130,252.0,69.0
14721464,53,73,150.0,41.0
14723082,60,4,7.0,2.0
14730647,300,9,26.0,7.0
14731902,430,139,237.0,65.0
14733244,83,21,78.0,21.3
14736770,63,217,255.0,70.0
14737852,150,7,30.0,8.3
14747116,325,61,175.0,48.0
14751846,59,4,11.0,3.0
14752679,199,12,29.0,8.0
14760586,37,65,124.0,34.0
14763083,291,28,62.0,17.0
14763594,134,192,255.0,70.0
14766155,70,19,7.0,2.0
14766827,179,0,0.0,0.0
14773375,85,40,44.0,12.0
14774851,120,1,4.0,1.0
14776135,70,106,186.0,51.0
14779498,124,166,255.0,70.0
14786526,175,9,15.0,4.0
14789165,114,98,190.0,52.0
14789993,50,0,0.0,0.0
14791251,114,69,128.0,35.0
14792665,100,81,131.0,36.0
14795254,128,39,152.0,41.7
14807785,80,7,18.0,5.0
14810421,226,7,18.0,5.0
14819880,145,147,255.0,70.0
14819923,61,3,7.0,2.0
14825680,165,128,255.0,70.0
14828593,90,2,7.0,2.0
14832179,139,5,17.0,4.7
14833595,249,126,226.0,62.0
14834055,168,206,255.0,70.0
14842965,139,140,241.0,66.0
14843347,97,8,43.0,11.7
14847132,139,64,172.0,47.0
14848971,87,220,255.0,70.0
14853126,614,50,88.0,24.0
14857562,289,185,255.0,70.0
14860269,148,11,18.0,5.0
14860484,99,7,18.0,5.0
14860770,100,2,7.0,2.0
14861568,199,173,255.0,70.0
14861872,28,10,39.0,10.7
14864948,122,190,255.0,70.0
14865167,121,135,255.0,70.0
14873018,90,113,208.0,57.0
14876025,165,189,255.0,70.0
14876436,80,8,22.0,6.0
14885742,99,39,84.0,23.0
14887582,40,4,15.0,4.0
14887821,131,80,161.0,44.0
14889454,133,0,0.0,0.0
14891280,150,0,0.0,0.0
14891618,209,48,127.0,34.7
14893028,249,137,255.0,70.0
14900333,185,30,179.0,49.0
14902220,110,163,255.0,70.0
14902339,226,53,99.0,27.0
14902634,161,233,255.0,70.0
14904006,240,5,7.0,2.0
14907026,116,225,255.0,70.0
14916459,298,150,255.0,70.0
14917420,42,1,8.0,2.3
14918171,298,16,37.0,10.0
14918807,159,18,37.0,10.0
14919038,60,61,106.0,29.0
14919410,249,11,37.0,10.0
14920379,42,12,22.0,6.0
14924071,39,2,37.0,10.0
14924546,53,132,197.0,54.0
14934193,45,28,58.0,16.0
14937766,298,98,252.0,69.0
14937902,53,0,0.0,0.0
14938691,148,101,201.0,55.0
14952481,90,33,255.0,70.0
14953493,199,0,0.0,0.0
14953691,199,1,4.0,1.0
14953728,243,0,0.0,0.0
14953775,243,0,0.0,0.0
14953815,230,0,0.0,0.0
14953832,294,0,0.0,0.0
14953855,294,1,4.0,1.0
14956800,189,8,22.0,6.0
14965982,94,5,11.0,3.0
14967042,90,31,84.0,23.0
14968098,56,6,15.0,4.0
14968728,291,0,0.0,0.0
14971209,115,15,44.0,12.0
14973786,76,14,22.0,6.0
14976579,199,2,12.0,3.3
14983749,110,150,255.0,70.0
14983937,199,256,255.0,70.0
14984103,80,10,26.0,7.0
14984233,53,10,26.0,7.0
14986114,79,18,24.0,6.7
14987259,87,159,255.0,70.0
14988092,175,155,255.0,70.0
